source_path,sha256,priority,action,destination,note
research/fulltext/second_pass_2026/TA-0424_official.pdf,3232c29a0cb329ab0bdd439b683dbf42dd918e15e0bdb3de72de1dd7360df127,low priority,copied,low priority/second_pass_2026__TA-0424_official.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0426_osf.pdf,7930f06612687b2e91590303dab6109f2ffe0c11377bc597ece094fec82fc286,low priority,copied,low priority/second_pass_2026__TA-0426_osf.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0441_2601.11398.pdf,b5b99af96007e3ab9a44ce1304e5ce86b6ed494c8bbeb79a889512182e5c0f49,low priority,copied,low priority/second_pass_2026__TA-0441_2601.11398.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0445_2602.09339.pdf,75b9ec321d1aa27fcfd9b48e9204bcb612c0b3efec3bc23eb4a72f630b80ba3a,low priority,copied,low priority/second_pass_2026__TA-0445_2602.09339.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0453_publisher.pdf,1ff2f123525c5bc9616b04afdac9940d2b027b4bfdb8b8a96013b16d48fe98aa,MUST READ,copied,recent papers/43_2026_Galatzer_Levy_Veteran_Narratives_JMIR.pdf,Selected: relevant peer-reviewed paper in JMIR Mental Health.
research/fulltext/second_pass_2026/TA-0454_publisher.pdf,90e08c2fcda070bf9c022c384391df3fda49fb1275a849db3adca8aa5640a990,low priority,copied,low priority/second_pass_2026__TA-0454_publisher.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0460_publisher.pdf,e0c5912f58f9bf47804e47a2dddfc060859abe97a20b226f91f617013c818fe3,MUST READ,copied,recent papers/44_2026_Kivity_Chronic_Illness_Thematic_Analysis_JMIR.pdf,Selected: relevant peer-reviewed paper in Journal of Medical Internet Research.
research/fulltext/second_pass_2026/TA-0475_2604.20131.pdf,3499a81c505737154498a36216323b94f31bc55b1b1d149cc1420d6b54f9b76c,low priority,copied,low priority/second_pass_2026__TA-0475_2604.20131.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/ronaghi_2601.14478.pdf,a9d8604d47cccbe9bfbf006e31e1a4ef939410248eba345b9ef722a0415b4a01,low priority,copied,low priority/second_pass_2026__ronaghi_2601.14478.pdf,Not selected for the 45-paper reputable-venue reading list.
tmp/pdfs/ashwin2025.pdf,f6c4a3593b73ee1f502a7d65a4c85c9ac21caf8dfc7f52d2250ecd27b0a5c407,MUST READ,copied,recent papers/26_2025_Ashwin_Serious_Bias_SMR.pdf,Selected: relevant peer-reviewed paper in Sociological Methods & Research.
tmp/pdfs/ashwin_published.pdf,c8bb26165dc6287826876a47124cace73746a899c53a189835727fe6f4eef6e4,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
tmp/pdfs/centaurta2026.pdf,f3134f3e452f3af1854b2bff6533bf5cf8ee5b1dbdd0024f5b9ad729ca0b2877,MUST READ,exact duplicate; not copied again,recent papers/06_2026_Wang_CentaurTA_ACL.pdf,Exact duplicate of research/fulltext/latest/wang_2026_centaurta.pdf.
tmp/pdfs/chen2026.pdf,19a34682239bb8bdfea431b38148b5f2ed1a8b87420e92535a0ff53031d9df5d,MUST READ,exact duplicate; not copied again,recent papers/02_2026_Chen_Open_Code_Metrics_ACL.pdf,Exact duplicate of research/fulltext/latest/chen_2026_open_codes.pdf.
tmp/pdfs/dai2023.pdf,379b9e9e9ec83f4a5c641e4c9b7dc2b6dce09928ed5866873edf19c64e72aba5,MUST READ,copied,recent papers/10_2023_Dai_LLM_in_the_Loop_EMNLP.pdf,Selected: relevant peer-reviewed paper in Findings of EMNLP 2023.
tmp/pdfs/details2025full.pdf,59e7989029e0f9816e7890ca59de0eb7324163a2400b01332656de4291fcf07a,MUST READ,copied,recent papers/21_2025_Sharma_DeTAILS_CUI.pdf,Selected: relevant peer-reviewed paper in ACM CUI 2025.
tmp/pdfs/hicode2025.pdf,8438b1fe569db45994b2c69232a1e5f778e3719b5730a5260a3775b254656884,MUST READ,copied,recent papers/20_2025_Zhong_HICode_EMNLP.pdf,Selected: relevant peer-reviewed paper in EMNLP 2025.
tmp/pdfs/llm_ta.pdf,f083f8c364b049800796c98bf4c1d7bb8ede65f9319fffdf73e2e7ee3ae1c61c,low priority,copied,low priority/tmp__llm_ta.pdf,Not selected for the 45-paper reputable-venue reading list.
tmp/pdfs/lloom2024.pdf,51376ba95552521c12138565431649022d6cad879967b9a6c992f8ee696948dd,MUST READ,copied,recent papers/22_2024_Lam_LLooM_CHI.pdf,Selected: relevant peer-reviewed paper in CHI 2024.
tmp/pdfs/mathis2024.pdf,49b6d95af4e2c6ab5116ef5f8329f683721ef7f24edd4d6062f93c2721d90782,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
tmp/pdfs/parfenova2024.pdf,8924a2afc65f9d41f5550fa6ff44418049d01353bef028c696ab05bd7101af21,low priority,copied,low priority/tmp__parfenova2024.pdf,Not selected for the 45-paper reputable-venue reading list.
tmp/pdfs/parfenova2025.pdf,d6598af6a64f614f7a81cdf50387ecead52556962a4babd60fa353a80cf1ed19,MUST READ,copied,recent papers/24_2025_Parfenova_Text_Annotation_Inductive_Coding_NAACL.pdf,Selected: relevant peer-reviewed paper in Findings of NAACL 2025.
tmp/pdfs/parfenova_eval2025.pdf,3c125e239ce1d09c073cc1e008d1568bb07d27e86c609d6a798022446eb8dbee,MUST READ,copied,recent papers/25_2025_Parfenova_Measuring_What_Matters_ACL.pdf,Selected: relevant peer-reviewed paper in Findings of ACL 2025.
tmp/pdfs/quallm2025.pdf,9a6a3d94095b4e545294840686f264c6c44b1eeac01882cc6d321b103379dfb9,MUST READ,copied,recent papers/23_2025_Rao_QuaLLM_NAACL.pdf,Selected: relevant peer-reviewed paper in Findings of NAACL 2025.
tmp/pdfs/thematiclm_try.pdf,643fde7a3bc20b0ebad55a698e826ec7d3bdf3002dc75fc94012006a29a096eb,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
tmp/pdfs/www2025-proceedings.pdf,ceae3b18d4575aac4de657a0e8a408346586e612afbf4d8637e35cec91eb3872,low priority,copied,low priority/tmp__www2025-proceedings.pdf,Not selected for the 45-paper reputable-venue reading list.
tmp/pdfs/yu2025.pdf,15047d0d415f07c2fbeca378eae14c91af82367d85d1933ddb71cfe9e5b855e5,MUST READ,copied,recent papers/45_2025_Yu_Same_Company_Same_Signal_ACL.pdf,Selected: relevant peer-reviewed paper in Findings of ACL 2025.
