model_id,packet_id,target_flaw,route,detected,specialist_acquisitions,total_role_acquisitions,incremental_cost,total_role_cost,stop_reason,private_working_score,manuscript_eligible,dataset,corpus_id,evaluation_mode
qwen3:8b,PKT_00de2c8ec6fcc29f,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_0194ef0861d28c67,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_0288d7e71b77b6fa,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_09edc5cd9992dede,source_concentration,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_0c340299f535b76d,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_10b2a571ca9bacbc,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_110a19fbe088636a,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1280d14a5540e37d,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_17d10eeb08782653,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_186a2a64e1a2ca1d,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_199c2142456372cd,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1a8815a06d4185cb,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1ac9ff8e01926465,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1ec0203de08f8c87,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1fdca3dad9dd41ef,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_21c769f4cacc4f21,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_25c892cfd147933a,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_2ad24f613de01914,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_350cf88b637e96ac,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_00005d167f87fb17,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0010ecd8fd3eca60,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_001596e290026e08,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0017e5c3903b9ad4,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0026a48e20161b6f,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00433099784ffadb,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_005093a0fddff098,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0055c57ac3d69401,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0056d5f31cab3583,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_005b67a97bcb5979,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_005e65fd7f7074cb,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_006d2babce7c21c3,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00718eb46b52df49,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_008417d0761ed618,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_008a039a6610db69,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0091d5eccea35fb4,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0092d303126ba068,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_009c2ee513296351,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00a398a6e7072686,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00a4a122feec7645,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00a4f8a32802907f,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00b836ae022278cc,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00bf672224e98002,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00c12d0366996e50,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00c1bf38e75c46fd,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00ca29dabb31c5dd,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00ca3c08c22e6626,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00caa4dc4336ec99,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00cf774b6a88aa26,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00dbff09dd40ac96,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00df1ff4209f58fd,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00e2aa7e06a2cc18,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00e64d53d8ad922c,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00eed6398f7d64d9,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_00f10e3fd53ee0ab,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_010189f8da439eb4,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0114161b87c47333,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0114b902a8695d11,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01173b64772c494d,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01190686ff80d28e,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_011f8ee86e97218d,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_011ff59ef6ec40ba,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01225f9ea4591ecb,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0129f6438df68cb1,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_012a892af8ab07b2,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_012b5f36ac59d296,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0140642cdc127af3,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0141243c61be6d35,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_014907b640301302,contextual_flattening,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_014ba6a5ab27073f,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_014ed29fd632d69d,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_014f863a5357dad9,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01504567dc114f63,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_015a446078b3ad1a,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_016561ebeb8bfde2,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0167c66ee79066fb,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01718de685b1fd5f,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_017449cee52eebde,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0183d464274c6638,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_018a3d52fcce28ed,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_018c68be09b20b9f,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_018e6fc12bd9e0ac,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01906b452d3a0088,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01941e397d9a4d2a,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01a014b0777209a7,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01ab5ee2a10e6271,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01ac39b72feeb919,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01ac7a8f4dc9767b,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01acee65328ca30c,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01ae758a48f01868,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01c8d1f29e51e32a,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01d0f4cd0379b123,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01d4e31b5e335054,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01dc6e9edf37123a,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01df0589e9ed87c7,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01e0b758a7343e4e,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01f73c69b0539cf9,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01fbe83f43b5f960,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_01fd14a7328b2988,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_020c29c44869cab9,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_021d1ef35686eeee,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_022322af119a7731,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0228c973a230dd6c,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_022a11d4f4861770,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_022bd4e543446c85,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_023432d7aeab4a5e,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_02391ca58ecf506b,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_024a1d8bde2829ef,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0255af118aa35285,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_026ff420eddebd10,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0276acac69fd8cbb,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0288397ea2c10469,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_02a6e39e4b37f78f,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_02b3259b89a737f2,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_02b91c02b41bdf68,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_02bface836cf5283,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_02c8fa3f58678a9a,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_02def0ab542325cc,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_030d198bd1972a7c,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
gemma3:4b,PKT_0333d1d7aa1779b8,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00005d167f87fb17,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_0010ecd8fd3eca60,contextual_flattening,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_001596e290026e08,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_0017e5c3903b9ad4,contextual_flattening,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_0026a48e20161b6f,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00433099784ffadb,counterevidence_loss,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_005093a0fddff098,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_0055c57ac3d69401,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_0056d5f31cab3583,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_005b67a97bcb5979,contextual_flattening,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_005e65fd7f7074cb,unsupported_evidence,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_006d2babce7c21c3,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00718eb46b52df49,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_008417d0761ed618,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_008a039a6610db69,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_0091d5eccea35fb4,contextual_flattening,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_0092d303126ba068,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_009c2ee513296351,unsupported_abstraction,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00a398a6e7072686,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00a4a122feec7645,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00a4f8a32802907f,contextual_flattening,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00b836ae022278cc,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00bf672224e98002,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00c12d0366996e50,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00c1bf38e75c46fd,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00ca29dabb31c5dd,counterevidence_loss,both,False,2,3,2.25,3.25,both_specialists_acquired,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00ca3c08c22e6626,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00caa4dc4336ec99,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00cf774b6a88aa26,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00dbff09dd40ac96,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
llama3.1:8b,PKT_00df1ff4209f58fd,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,GoEmotion,goemotions,dreaddit_policy_transfer_working
