judge_model_id,packet_id,run_index,blind_id,model_id,output_id,output_level,reference_concept_id,match_status,generated_concept_ids,rationale
gpt-5.5,syn_candor_01,3,B3,gpt-5.6-terra,syn_candor_01__run3__gpt-5.6-terra,theme,R04,recovered,T03,matched
gpt-5.5,syn_candor_01,3,B3,gpt-5.6-terra,syn_candor_01__run3__gpt-5.6-terra,theme,R05,recovered,T02,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,code,R01,recovered,C01|C02|C07,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,code,R02,recovered,C02|C03,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,code,R03,recovered,C05|C07,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,code,R04,recovered,C04|C05|C07,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,code,R05,recovered,C04,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,theme,R01,unmatched,,no clear match
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,theme,R02,recovered,T01,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,theme,R03,recovered,T02,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,theme,R04,recovered,T02,matched
gpt-5.5,syn_candor_01,3,B4,gpt-5.4,syn_candor_01__run3__gpt-5.4,theme,R05,recovered,T03,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,code,R01,recovered,C01|C02|C03|C05|C07,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,code,R02,recovered,C02|C04,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,code,R03,recovered,C03|C05,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,code,R04,recovered,C05|C06,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,code,R05,recovered,C06,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,theme,R01,unmatched,,no clear match
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,theme,R02,recovered,T01,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,theme,R03,recovered,T02,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,theme,R04,recovered,T02|T03,matched
gpt-5.5,syn_candor_01,3,B5,gpt-5.5,syn_candor_01__run3__gpt-5.5,theme,R05,recovered,T03,matched
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,code,R01,recovered,C01|C02|C05|C07,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,code,R02,recovered,C03|C06,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,code,R03,recovered,C07,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,code,R04,recovered,C04|C05,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,code,R05,recovered,C06,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,theme,R02,recovered,T02|T03,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,theme,R03,recovered,T01,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,theme,R05,recovered,T02|T03,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,1,B1,gpt-5.5,syn_agyw_01__run1__gpt-5.5,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,code,R01,recovered,C01|C02|C03|C04,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,code,R02,recovered,C02|C06,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,code,R03,recovered,C04,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,code,R04,recovered,C03|C05|C07,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,code,R05,recovered,C06,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,theme,R02,recovered,T01|T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,theme,R03,recovered,T01|T04,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,theme,R04,recovered,T03,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,1,B2,gpt-5.4,syn_agyw_01__run1__gpt-5.4,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,code,R01,recovered,C01|C02|C06|C07,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,code,R02,recovered,C03|C04,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,code,R03,recovered,C06,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,code,R04,recovered,C05|C07,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,code,R05,recovered,C04,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,theme,R01,recovered,T01|T03,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,theme,R02,recovered,T01|T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,theme,R03,recovered,T03,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,1,B3,gpt-5.6-sol,syn_agyw_01__run1__gpt-5.6-sol,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,code,R01,recovered,C01|C03|C06,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,code,R02,recovered,C02|C07,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,code,R03,recovered,C06,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,code,R04,recovered,C03|C04|C05,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,code,R05,recovered,C05|C07,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,theme,R01,recovered,T01|T03,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,theme,R02,recovered,T01,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,theme,R03,recovered,T03,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,1,B4,gpt-5.6-terra,syn_agyw_01__run1__gpt-5.6-terra,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,code,R01,recovered,C01|C02|C04|C07,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,code,R02,recovered,C03|C06,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,code,R03,recovered,C07,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,code,R04,recovered,C04|C05,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,code,R05,recovered,C06,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,theme,R02,recovered,T01|T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,theme,R03,recovered,T01,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,1,B5,gpt-5.6-luna,syn_agyw_01__run1__gpt-5.6-luna,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,code,R01,recovered,C01|C02|C03|C06,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,code,R02,recovered,C02|C05,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,code,R03,recovered,C06,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,code,R04,recovered,C03|C04|C05,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,code,R05,recovered,C05,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,theme,R02,recovered,T01|T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,theme,R03,recovered,T01,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,2,B1,gpt-5.6-sol,syn_agyw_01__run2__gpt-5.6-sol,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,code,R01,recovered,C01|C03|C04|C07,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,code,R02,recovered,C02|C06,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,code,R03,recovered,C04,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,code,R04,recovered,C03|C05|C07,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,code,R05,recovered,C06,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,theme,R02,recovered,T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,theme,R03,recovered,T01,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,theme,R04,recovered,T03,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,2,B2,gpt-5.4,syn_agyw_01__run2__gpt-5.4,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,code,R01,recovered,C01|C02|C03,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,code,R02,recovered,C03|C05,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,code,R03,recovered,C05,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,code,R04,recovered,C03|C04|C05,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,code,R05,recovered,C05,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,theme,R02,recovered,T01|T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,theme,R03,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,2,B3,gpt-5.6-luna,syn_agyw_01__run2__gpt-5.6-luna,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,code,R01,recovered,C01|C03|C06,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,code,R02,recovered,C02|C05,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,code,R03,recovered,C06,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,code,R04,recovered,C03|C04|C05,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,code,R05,recovered,C05,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,theme,R02,recovered,T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,theme,R03,recovered,T01,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,2,B4,gpt-5.5,syn_agyw_01__run2__gpt-5.5,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,code,R01,recovered,C01|C03|C06,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,code,R02,recovered,C02|C05,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,code,R03,recovered,C06,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,code,R04,recovered,C03|C04|C05,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,code,R05,recovered,C05,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,theme,R01,recovered,T01,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,theme,R02,recovered,T01|T02,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,theme,R03,recovered,T01,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
gpt-5.6-sol,syn_agyw_01,2,B5,gpt-5.6-terra,syn_agyw_01__run2__gpt-5.6-terra,theme,R06,unmatched,,No generated theme concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,code,R01,recovered,C01|C02|C03|C07,"Codes capture income, transport, care, and competing-time constraints on participation."
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,code,R02,recovered,C02,"Codes represent shared devices, data, timing, or mediated digital access."
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,code,R03,recovered,C07,Code preserves the clash between blame/focus framing and structural explanation.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,code,R04,recovered,C03|C04|C06,"Codes capture privacy, visibility, timing, and the gap between proximity and usable access."
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,code,R05,recovered,C05,Code represents peer or family workaround resources and their uneven availability.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,code,R06,unmatched,,No generated code concept expresses this reference distinction.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,theme,R01,recovered,T01|T03,Theme frames participation as constrained by resources and duties rather than simple motivation.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,theme,R02,recovered,T01,Theme treats digital continuity as dependent on locally available technology or support.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,theme,R03,recovered,T03,Theme explicitly retains the competing adult and participant accounts.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,theme,R04,recovered,T01|T02,Theme shows that nearby information or services remain conditioned by privacy and timing.
gpt-5.6-sol,syn_agyw_01,3,B1,gpt-5.6-terra,syn_agyw_01__run3__gpt-5.6-terra,theme,R05,recovered,T02,Theme synthesizes patchy or unequal relational/material support.
