packet_id,run_index,blind_id,analysis_summary,codes,themes,negative_cases,uncertainties,alternative_interpretations,limitations,bundle_file
syn_candor_01,3,B3,"In these fictional conversations, disclosure is supported when a partner asks exploratory questions or clarifies ambiguous meaning, and speakers then state what response or boundary they need. Advice or silence can be experienced differently than intended, but later clarification can repair that mismatch within the exchange.","C01 Vulnerable disclosure: A speaker reveals uncertainty, fear, worry, or an unstated preference.
C02 Exploratory invitation: A partner asks open questions that invite the speaker's own account.
C03 Premature problem-solving: A partner offers immediate action steps when the speaker has requested space to voice concerns.
C04 Response preference or boundary: A speaker directly specifies the kind of listening, sharing, or plan they need.
C05 Ambiguous cue interpretation: One partner assigns meaning to a laugh or silence that the other later explains differently.
C06 Meaning clarification: A speaker explains intended meaning or revises the other's inference.
C07 Adjusted shared understanding: A later turn states that clarification changes interpretation or makes a concrete future adjustment possible.","T01 Questions and stated response needs support disclosure: In these excerpts, exploratory questions and direct requests for a response type are associated with speakers moving from concern toward a bounded next step.
T02 Partners negotiate boundaries by making preferences explicit: Speakers state preferred forms of support and limits when earlier advice or indirect expression does not fit their need.
T03 Clarification can repair cue-based misunderstandings: In the third and fourth conversations, an ambiguous laugh or silence is reinterpreted after a partner explains its meaning, and the other speaker names an adjusted understanding or request.","CA_E05: Action advice is not necessarily experienced as the support sought at that moment.
CA_E07: A preference may initially be communicated indirectly rather than plainly.","The conversations do not show how each partner felt after the final turn.
It is unclear whether stated future adjustments occur.",Advice may have been intended as care despite its timing mismatch.,"These are short fictional dyads.
Nonverbal context beyond the stated laugh and silence is unavailable.",syn_candor_01_run3.json
syn_candor_01,3,B4,"In these fictional dyadic conversations, support is negotiated through explicit calibration of response type: questions and reflective clarification are received differently from quick advice, silence, or ambiguous laughter. Repair often happens when one speaker names how they interpreted the other's action and the other then clarifies intent or states a clearer preference for future interaction.","C01 Vulnerable or uncertain disclosure: A speaker reveals worry, uncertainty, or a personally risky stance that invites response.
C02 Exploratory listening response: The response supports disclosure by asking questions that help the speaker elaborate rather than immediately solving.
C03 Premature solutioning: A partner responds with advice or action steps before the speaker's requested need for listening or sense-making is met.
C04 Requesting a response boundary: A speaker explicitly states what kind of response is or is not wanted from the partner.
C05 Clarifying ambiguous signals: A speaker names a prior silence, laugh, or other ambiguous cue and proposes or receives a clearer interpretation.
C06 Preference for honest specificity: A partner treats explicit, concrete expression as more helpful than vague reassurance or guessing.
C07 Meta-communication for future repair: The conversation produces a rule or cue for handling similar disclosures better next time.","T01 Support is judged by fit, not simply positivity: In these conversations, a response counts as supportive when it matches the discloser's immediate need for exploration or listening, not merely when it is encouraging or action-oriented.
T02 Repair often comes through reinterpreting ambiguous behavior: These conversations move toward understanding when speakers name how they read a laugh or silence and the partner supplies a clearer meaning.
T03 Boundaries become workable when they preserve connection and specify limits: In these excerpts, speakers negotiate boundaries most successfully when they state a limit while also describing the connection or form of support they still want.","CA_E05: Not every supportive-seeming response is experienced as support; advice can miss the requested need.
CA_E01: Disclosure is not always immediately collaborative; hesitation and withholding remain possible before the interaction recalibrates.","CA_E03 may reflect trust in this particular partner, the usefulness of the question format, or both; the short excerpt cannot fully separate them.
CA_E09 resolves the travel issue in wording, but the packet does not show whether the partner accepts the new boundary beyond that turn.","CA_E05 could be read as care expressed through practical help rather than a failure of support, but CA_E06 shows that the recipient needed a different mode first.
CA_E10 and CA_E11 may involve timing habits beyond this one moment, though the packet only supports an interpretation tied to the immediate silence.","Each conversation is only three turns long, so the durability of repair and whether future interactions follow the new rules remain unknown.
The packet is fictional and dyadic, so claims should remain at the level of these sequences rather than broader relationship patterns.",syn_candor_01_run3.json
syn_candor_01,3,B5,"Across these fictional dyads, disclosure is negotiated through invitations to specify what kind of support is wanted, repair of misunderstood signals, and boundary statements that preserve connection while narrowing action. Support is not only advice or reassurance; in several turns it is listening, asking a safer question, clarifying silence, or accepting a plain preference.","C01 Vulnerable disclosure: A speaker reveals uncertainty, fear, reluctance, worry, or an assumption about the partner's response.
C02 Support-seeking before planning: A speaker asks for listening, questions, or space to say worries before receiving advice or plans.
C03 Curious invitation: A partner responds by asking an open question that helps the disclosing speaker define meaning or safe next steps.
C04 Premature advice: A partner offers specific action steps before the disclosing speaker has finished defining the desired support.
C05 Misread signal repair: Partners identify that a laugh, silence, question, or wording was interpreted differently and then revise the shared meaning.
C06 Boundary with connection: A speaker states a limit or preference while preserving a valued relationship or future support.
C07 Safer sharing pathway: The interaction creates a lower-risk way to share, clarify, or continue the disclosure.","T01 Useful support is negotiated, not assumed: In these conversations, supportive responses become more fitting when speakers ask or state what kind of help is wanted before moving into evaluation or planning.
T02 Misread cues become repairable when named: Laughing and silence create misunderstandings, but the conversations move toward understanding when partners state both the interpretation and the intended meaning.
T03 Boundaries can preserve connection: Boundary statements in these excerpts often narrow an action while keeping a relationship or future possibility open.","CA_E05: Not every response begins with listening or curiosity; advice can arrive before the desired support is clarified.
CA_E01: Disclosure can begin from withheld sharing rather than a partner misunderstanding.
CA_E08: A partner can request directness without the excerpt showing blame or rejection.","The excerpts stop after three turns, so the later effects of the negotiated boundaries are unknown.
Some support preferences may be moment-specific; the analysis should not infer stable needs or personalities.","CA_E05 could be interpreted as practical care rather than failed support; CA_E06 indicates only that it was not the desired immediate response.
CA_E11's silence could carry multiple meanings in real interaction, but the packet supplies the speaker's stated meaning.","The dyads are fictional and cannot support claims about couples or friendships broadly.
The analysis avoids diagnosing anxiety, avoidance, or communication style.
Only manifest interactional evidence in the turns is used.",syn_candor_01_run3.json
syn_dreaddit_01,1,B1,"In these fictional posts, current stress is described through converging demands, material insecurity, vigilance, and limited attention, while support includes practical help, routines, boundaries, humor, and sequencing. Some posts describe resolution or no current crisis, so pressure is not uniform.","C01 Competing demands: Concurrent obligations or pressures described as difficult to hold together.
C02 Material insecurity: Financial, housing, food, or transport conditions that constrain experience.
C03 Vigilant bodily strain: Alertness, sleep loss, or bodily activation linked to a pressure.
C04 Practical or relational support: Concrete help or social connection that eases a described burden.
C05 Self-directed regulation: A personally enacted routine, boundary, checklist, or technology change used to manage demands.
C06 Mixed or changed state: Coexisting emotions or a temporal shift in the described problem.
C07 Attention burden: A pressure consuming cognitive or available attention.","T01 Pressure accumulates across domains: In these excerpts, stress is linked to overlapping material, role, and attention demands rather than a single isolated event.
T02 Manageability is interactional and enacted: In these excerpts, relief or manageability is associated with concrete routines, boundaries, help, sequencing, or shared humor, while burdens can remain.","DR_E03: Marks a current non-crisis case within a packet about stress.
DR_E08: Shows temporal resolution rather than ongoing pressure.
DR_E10: Shows a resource coexisting with continuing strain.","The posts do not specify duration or severity beyond their wording.
It is unclear whether every described resource has lasting effect.","Repeated checking could be read as a study strategy as well as sleep-displacing strain.
Quiet evenings could reflect boundary success without implying emotional recovery.","This is a small fictional packet of short posts.
No external context or longitudinal corroboration is available.",syn_dreaddit_01_run1.json
syn_dreaddit_01,1,B2,"In these fictional posts, stress is described as arising from stacked demands, constrained material resources, vigilance, and emotionally costly requests for help. Resources include social support, routines, boundaries, humor, checklists, and resolved institutional problems, but several excerpts show that resources often reduce or organize strain rather than removing the underlying pressure.","C01 Compressed Obligations: Multiple duties, deadlines, or roles are described as competing for time or attention.
C02 Material Insecurity: Stress is tied to money, housing logistics, food, transport, or other tangible resources.
C03 Embodied Vigilance: The writer describes bodily alertness, sleep disruption, or inability to relax.
C04 Relational Support: Another person or group provides practical, emotional, informational, or humorous support.
C05 Self-Structured Coping: The writer uses a routine, sequence, boundary, or behavior change to make experience more manageable.
C06 Resolved Or Inactive Stressor: A source states that a previously active problem is absent, resolved, or no longer current.
C07 Mixed Relief And Strain: The writer presents relief, pride, humor, or sadness alongside continuing pressure.","T01 Pressure Concentrates Through Time And Resource Scarcity: In these excerpts, stress often becomes acute when time-sensitive obligations intersect with concrete resource constraints.
T02 Support Often Mitigates Without Removing The Stressor: Resources in these excerpts frequently create breathing room or manageability while the underlying demand remains present.
T03 Resolution And Mixed Affect Complicate Simple Stress Labels: Several excerpts resist a simple current-stress classification by presenting non-crisis, resolution, pride, humor, or relief alongside or instead of strain.","DR_E03: This cautions against coding all stress-adjacent posts as current crisis.
DR_E08: A prior problem can be salient in an update without remaining an active stressor.
DR_E10: Helpful humor should not be treated as eliminating the physical burden.","Some excerpts mention stress-like bodily reactions without naming stress directly, so coding remains at the manifest or categorical level.
The posts are brief, limiting confidence about duration beyond the words supplied.
The relationship between resources and outcomes is locally described but not causally established beyond each excerpt.","DR_E07 could be read as an isolated startle response rather than an ongoing stress pattern, though the rest-of-day alertness supports vigilance coding.
DR_E12 may be more about role transition than stress, but the phrase that every question reaches the writer indicates pressure.
DR_E05 could be coded primarily as relationship repair rather than stress relief, but the boundary's effect on evenings links it to current experience.","The analysis uses only fictional short posts and cannot support demographic or prevalence claims.
Source IDs are single posts, so interactional context is absent.
Quotes are short and cannot establish broader life circumstances outside the packet.",syn_dreaddit_01_run1.json
syn_dreaddit_01,1,B3,"Across these twelve fictional posts, current strain is tied to converging demands, material insecurity, care and work coordination, vigilance, and depleted attention. Resources include interpersonal help, routines, humor, sequencing, boundary-setting, and institutional resolution, but their effects are explicitly partial or time-bounded. Several posts describe improvement or no current crisis, so prior pressure is not treated as continuing stress.","C01 Competing demands: Two or more obligations or demands are described as overlapping or concentrating pressure.
C02 Material or access insecurity: Insufficient money, food, shelter access, or infrastructure creates practical pressure.
C03 Embodied or attentional strain: Pressure is manifested as sleep disruption, bodily vigilance, tension, or reduced attention.
C04 Relational support or shared coping: Other people provide practical assistance, shared humor, or help-seeking that modifies the experience of pressure.
C05 Self-directed coping structure: A person uses a routine, boundary, checklist, or sequencing strategy to make demands quieter or more manageable.
C06 Partial or temporal relief: A pressure is reduced, resolved, or absent now, while limits, residual feelings, or past timing are retained.","T01 Pressure accumulates through constrained resources and overlapping demands: In these excerpts, strain intensifies when obligations converge or basic resources and access are constrained, with bodily and attentional consequences sometimes stated directly.
T02 Resources provide graded rather than uniform relief: Interpersonal help, routines, humor, boundaries, sequencing, and institutional resolution modify pressure in these posts, ranging from partial respite to stated resolution.","DR_E03: This explicitly resists treating an expectation of anxiety as evidence of current crisis.
DR_E08: This temporal update prevents coding a formerly consuming problem as a current stressor.
DR_E12: The promotion carries positive meaning alongside the workload it creates.","The posts do not show whether the described resources remain available or effective beyond the stated moment.
The cause and duration of the bodily reaction in DR_E07 are not specified.","Late-night note reopening may be experienced as purposeful studying as well as stress-maintaining behavior.
Asking for groceries may indicate emerging support access as well as an added emotional burden.","Each source is a single short fictional post with no follow-up questioning.
Cross-post patterns cannot establish prevalence, diagnosis, or stable traits.",syn_dreaddit_01_run1.json
syn_dreaddit_01,1,B4,"In these excerpts, current stress is described as arising from stacked obligations, material insecurity, caregiving coordination, and persistent alertness, while relief comes through routines, planning, humor, family help, and problem resolution. The packet also includes bounded non-crisis and post-resolution cases, so the local pattern is not uniform ongoing distress.","C01 Stacked obligation pressure: Multiple deadlines, roles, or demands are described as compressing time or attention.
C02 Material insecurity strain: Housing, food, transport, shelter, or income problems consume attention or worsen stress.
C03 Persistent vigilance: The writer describes ongoing bodily or anticipatory alertness that extends beyond a single moment.
C04 Structuring for manageability: Routines, checklists, or communication limits are used to make demands feel more manageable.
C05 Partial social relief: Another person or group provides comfort or practical relief that helps but does not eliminate the strain.
C06 Inactive or resolved stressor: The excerpt states that a formerly stressful problem is no longer active or that the writer is not currently in crisis.
C07 Mixed emotional valence: Relief, pride, or humor is described alongside continuing burden, sadness, or strain.","T01 Stacked obligations and scarcity narrow attention: In these excerpts, stress is often described as a present narrowing of rest or attention when obligations pile up alongside material constraints.
T02 Support and routines help partially rather than completely: Resources in these excerpts often reduce intensity or improve manageability without fully removing the underlying problem.
T03 Current status is heterogeneous, including relief and closure: The packet includes both active stress and explicit accounts of relief, non-crisis, or issue resolution, so current experience is heterogeneous rather than uniformly distressed.
T04 Writers often hold positive and negative meanings together: Several excerpts describe the same situation as carrying relief, pride, humor, or gratitude alongside continuing burden, making the experience mixed rather than one-directional.","DR_E03: Complicates any claim that the packet only documents acute present stress.
DR_E08: Shows a resolved update rather than an ongoing stressor.
DR_E11: Challenges a reading that demanding situations are always described as overwhelming.","DR_E09 may reflect shame, reluctance, or simple difficulty asking for help; the excerpt does not let me distinguish those cleanly.
DR_E07 shows heightened alertness, but the packet does not justify inferring any broader history behind that reaction.
The packet gives single-post snapshots, so the duration of relief in DR_E03 or DR_E05 is uncertain.","Some excerpts coded as mixed emotional valence could instead be read as practical contrast between burden and relief rather than emotion per se.
DR_E12 could be interpreted less as stress and more as responsibility concentration following a valued achievement.
DR_E03 may represent successful habit formation, but it could also simply describe a temporary calm month.","Each source is a short standalone post, so interactional context is minimal.
The analysis is bounded to fictional packet text and cannot support prevalence claims.
Single excerpts can legitimately support more than one code, which leaves some category boundaries somewhat porous.",syn_dreaddit_01_run1.json
syn_dreaddit_01,1,B5,"In these fictional posts, current stress is described through overlapping time, material, caregiving, housing, and responsibility pressures. Writers also describe specific resources or actions that reduce a portion of strain; relief can coexist with an unresolved demand, and several posts explicitly mark resolution or no current crisis.","C01 Competing time demands: Concurrent obligations or schedules that constrain attention or attendance.
C02 Material or housing constraint: Money, food, shelter, transport, or access barriers described as pressure.
C03 Sustained bodily alertness: A stated physical or attentional reaction that continues around perceived uncertainty or a cue.
C04 Practical or relational support: Help from another person or a social interaction that provides a specified resource or relief.
C05 Self-organizing action: A routine, boundary, or planning action described as shaping manageability.
C06 Mixed or bounded relief: Relief, pride, or support is stated alongside an ongoing burden or limitation.
C07 Resolution or no current crisis: An explicit statement that a prior problem is inactive or current crisis is absent.","T01 Overlapping obligations narrow available attention: In these excerpts, concurrent deadlines, care work, job demands, and shelter logistics are described as consuming time or sustaining alertness.
T02 Resources reduce portions of strain without always removing the demand: In these excerpts, support, planning, and boundaries are described as creating relief or manageability while some pressure remains.
T03 Current status can differ from prior pressure: Two posts explicitly distinguish current non-crisis or resolution from an earlier anticipated or active problem.","DR_E03: Not every post describes current acute strain.
DR_E08: A formerly consuming problem can be described as resolved.","The posts do not establish duration beyond the phrases stated.
Bodily alertness should not be read as a diagnosis.","The routines may reflect preference as well as stress management.
The reported support may signal companionship, practical aid, or both.","These are short fictional posts without follow-up questions.
The packet does not support prevalence claims.",syn_dreaddit_01_run1.json
syn_dreaddit_01,2,B1,"Across these fictional posts, current stress is linked to overlapping demands, material constraints, vigilance, and the cognitive load of planning. Interpersonal and self-organized resources can create bounded relief or manageability without necessarily removing the pressure, while several posts describe resolution or absence of current crisis.","C01 Competing demands: Two or more obligations or demands press on the writer at the same time.
C02 Material constraint: Money, shelter, food, transport, or infrastructure limits options.
C03 Sustained alertness: The writer describes bodily or attentional vigilance that persists.
C04 Relational support: Other people provide practical help, shared humor, or assistance.
C05 Self-structured coping: A routine, boundary, checklist, or other deliberate structure changes the experience of a demand.
C06 Relief or resolution: The writer explicitly reports reduced strain, ordinary experience, relief, or an ended problem.","T01 Pressure narrows time and attention: In several excerpts, concurrent or material demands absorb sleep, bodily ease, or attention.
T02 Resources provide partial or complete shifts: Relational help, humor, routines, boundaries, and external resolution alter current strain, but their effects range from partial respite to an inactive problem.","DR_E03: An anticipated anxiety account instead reports no current crisis, limiting any claim that all posts express active high stress.
DR_E08: Temporal resolution prevents coding a past problem as current stress.
DR_E12: A demanding promotion is also positively valued, so pressure and positive appraisal coexist.","The posts do not provide consistent duration or intensity measures.
Repeated counting in DR_E09 may reflect practical inventory checking, vigilance, or both.","The routines in DR_E03 may coincide with rather than cause the ordinary-feeling month.
The bodily response in DR_E07 could be situational surprise; the packet does not support a diagnosis.","Each source is a single fictional post with no follow-up questioning.
The coding cannot support prevalence or population-level claims.",syn_dreaddit_01_run2.json
syn_dreaddit_01,2,B2,"In these excerpts, current stress is described as arising from stacked demands, unstable material conditions, caregiving or logistical vigilance, and social-emotional burdens, while relief comes from routines, boundaries, practical help, and shared humor. The packet also includes posts where the earlier stressor has resolved or is presently contained, so the material supports a bounded claim about mixed pressure-and-resource conditions rather than uniform crisis.","C01 Stacked time pressure: The writer describes multiple demands compressing time or rest.
C02 Material insecurity: Stress is tied to money, housing, food, transport, or basic survival logistics.
C03 Support that only partly offsets strain: A resource helps but does not remove the underlying problem.
C04 Routine or structure as coping: The writer uses repeated practices or sequencing to make demands feel more manageable.
C05 Ongoing vigilance: The body or attention remains on alert because threats or interruptions feel possible.
C06 Boundary or resolution reduces strain: Stress decreases because a conflict, claim, or problem has been ended, approved, or limited.
C07 Help-seeking burden: Requesting help carries shame, hesitation, or an extra emotional weight.","T01 Stress often comes from overlapping obligations and persistent alertness: In these excerpts, stress is frequently described as pressure from converging responsibilities that keep attention or the body on guard.
T02 Practical and relational supports usually ease rather than erase strain: In these excerpts, supports are often described as making stress more bearable while leaving the main material or logistical problem in place.
T03 Relief can come from closure, but asking for help may itself be heavy: In these excerpts, strain sometimes decreases through a clear boundary or resolved claim, whereas unmet needs can still be difficult to voice.","DR_E03: Counters any claim that the packet uniformly depicts acute ongoing stress.
DR_E08: Shows temporal change and resolution rather than present strain.","The packet does not show how long the described conditions have lasted, so intensity over time is uncertain.
The door-slam excerpt could reflect several kinds of prior experience, and the packet does not justify specifying which.
The move and promotion excerpts describe demand, but their longer-term consequences are not observable here.","Some excerpts coded as partial support could also be read primarily as resilience narratives rather than stress narratives.
The pantry excerpt may reflect shame about asking for help, but it could also indicate caution about burdening others without broader context.
The ordinary-feeling month in DR_E03 could represent successful coping or simply a temporary lull in stressors.","Each source is a single short fictional post with no follow-up interaction.
The packet mixes active stress, reduced stress, and resolved problems, limiting stronger uniform claims.
No demographic or setting details should be inferred beyond what is explicitly stated in each post.",syn_dreaddit_01_run2.json
syn_dreaddit_01,2,B3,"In these fictional posts, stress is described as arising from overlapping demands on time, money, care, safety, and responsibility, while relief appears through routines, practical help, boundaries, humor, planning, or a resolved administrative problem. Several excerpts also mark partial relief: a resource can make one evening breathable or a joke can help without removing the underlying strain.","C01 Stacked time pressure: Multiple duties or deadlines compete for limited time and attention.
C02 Material insecurity: Basic resources such as rent, shelter, food, transport, or utilities are uncertain or inadequate.
C03 Embodied vigilance: The writer describes bodily alertness, wakefulness, or a physical stress response.
C04 Practical or social support: Another person, group, or service provides concrete or emotional help that changes the experience.
C05 Self-structured coping: The writer uses routines, boundaries, planning, or checklists to make a demand more manageable.
C06 Resolved or inactive pressure: A previously active stressor is described as ended, reduced, or not currently a crisis.","T01 Pressure concentrates through overlapping demands: Several excerpts describe stress as a concentration of demands on time, attention, or basic resources rather than as a single feeling detached from circumstances.
T02 Resources reduce but do not always remove strain: Supportive resources in these excerpts often alter the experience of stress without fully eliminating the underlying pressure.","DR_E03: The packet includes an explicit non-crisis account, so current stress should not be universalized.
DR_E08: Some posts describe past rather than active stressors.","The packet does not state whether help-seeking in DR_E09 succeeds.
The bodily descriptions could reflect immediate stress without implying a durable condition.","DR_E12 could be read as role transition strain rather than only time pressure.
DR_E05 could be primarily about grief over friendship loss, with boundary-setting as secondary.","Only manifest text in fictional posts was analyzed.
No demographic, diagnostic, or corpus-level claims are warranted.
Source length is short, so theme boundaries remain coarse.",syn_dreaddit_01_run2.json
syn_dreaddit_01,2,B4,"In these fictional posts, writers name overlapping practical demands, bodily or attentional strain, and resources that make a demanding situation more manageable. Several excerpts also delimit the pattern by describing a resolved problem or no current crisis.","C01 Competing practical demands: Concurrent work, care, housing, or material demands described as constraining attention or action.
C02 Material insecurity: Housing, food, transport, or income shortfall described as an immediate pressure.
C03 Strain response: Reported sleep loss, vigilance, bodily tension, or reduced attention linked to a situation.
C04 Interpersonal support: Help, companionship, or shared humor that provides some relief without necessarily removing a demand.
C05 Self-organization resource: A routine, boundary, or sequence used to reduce overwhelm or regain manageable conditions.
C06 Resolution or absence of current crisis: A prior problem is described as ended or current crisis is explicitly denied.","T01 Demands consume time and attention: Across these excerpts, overlapping deadlines, care, housing, and material demands are described as narrowing available time or attention.
T02 Resources modify rather than erase pressure: In these excerpts, social help and self-organization provide relief or manageability while some pressures remain active.","DR_E03: Current stress should not be presumed from the writer's expectation of anxiety.
DR_E08: A past problem does not establish a current active pressure.",Posts provide brief self-reports and do not show duration or severity beyond the stated wording.,The organizing actions may reflect practical problem-solving rather than a broader resource pattern.,"These are fictional single posts, so relationships among pressures and resources cannot be established beyond each account.",syn_dreaddit_01_run2.json
syn_dreaddit_01,2,B5,"These posts link current stress to overlapping demands, material limits, bodily load, and supports; several explicitly mark partial or full resolution.","C01 Overlapping demands: Concurrent obligations create pressure.
C02 Material constraint: Money, housing, food, or transport limits options.
C03 Supportive resource: A person, routine, boundary, or action provides relief or manageability.
C04 Load or vigilance: Stress appears as disrupted rest, narrowed attention, or sustained alertness.
C05 Temporal resolution: The writer marks a former problem inactive or present experience non-crisis.
C06 Mixed affect: Relief, strain, sadness, humor, or pride coexist.","T01 Compounded situated pressure: In these excerpts, overlapping practical demands and scarce resources intensify stress.
T02 Bounded relief: Supports and resolutions can create breathing room while residual strain may remain.","DR_E03: Present non-crisis case.
DR_E08: Temporal resolution case.","Duration is not established.
Routine relief may not be durable.","Late study may also signal commitment.
Joking may be bonding as well as coping.","Fictional, short posts only.
No demographic or longitudinal context.",syn_dreaddit_01_run2.json
syn_dreaddit_01,3,B1,"In these fictional posts, current stress is described as pressure from overlapping obligations, scarce material resources, vigilance, and role concentration, while relief comes from bounded support, routines, humor, checklists, boundaries, and resolved problems. The packet also includes posts where stress is not currently active, so the analysis treats stress as situated and changing rather than as a stable condition of a writer.","C01 Compressed obligations: Multiple demands or roles are described as occurring at the same time and reducing rest or ease.
C02 Material scarcity burden: Stress is tied to insufficient money, food, housing logistics, transportation, or infrastructure.
C03 Embodied vigilance: The writer describes bodily alertness or physical tension that persists beyond an immediate trigger.
C04 Practical coping structure: A routine, sequence, checklist, planning activity, or habit makes demands more manageable.
C05 Relational relief: Other people provide humor, food, quiet, or practical companionship that softens but does not necessarily remove strain.
C06 Resolved or reduced stressor: A stressor is described as no longer active or as reduced through approval, boundary setting, or changed circumstances.
C07 Ambivalent positive demand: A change or coping element is positive in one respect while also carrying strain, sadness, or new responsibility.","T01 Pressure gathers where demands collide: In these excerpts, stress often comes from simultaneous obligations or scarce resources rather than from a single isolated feeling.
T02 Resources soften strain without always removing it: Support and coping resources in these posts often make stress more bearable while leaving the underlying demand partly intact.
T03 Stress changes over time and can be ambivalent: Several excerpts describe movement from pressure to quiet, ordinariness, or resolution, while others pair positive change with new strain.","DR_E03: The packet should not be coded as uniformly current crisis or stress.
DR_E08: A prior problem can be resolved by the time of posting.
DR_E10: Humor can coexist with strain and should not be erased by a hardship-only reading.","The posts are brief, so intensity and duration cannot be ranked beyond the words supplied.
Some bodily language may be figurative, literal, or both; coding stays close to the excerpt wording.","DR_E12 could be read mainly as workplace role overload rather than stress if the analytic frame emphasized organizational knowledge concentration.
DR_E09 could be coded as shame around help-seeking more strongly than material scarcity, but the empty shelves ground the material code.","The packet is fictional and cannot support claims about any real community or corpus.
Single excerpts do not establish stable traits of the writers.
No demographic or diagnostic inference is warranted.",syn_dreaddit_01_run3.json
syn_dreaddit_01,3,B2,"In these excerpts, current stress is described as emerging from overlapping deadlines, caregiving, money, housing, and logistical uncertainty, while relief comes through routines, social support, or partial resolution. Several posts explicitly mark that support or coping changes the felt intensity without fully removing the underlying pressure, and a minority describe reduced or ended stress rather than ongoing crisis.","C01 Overlapping demands: Multiple obligations or deadlines are presented as crowding the same period and intensifying strain.
C02 Material precarity: Stress is tied to money, shelter, food, transport, or other material shortfalls.
C03 Partial relief through support: Another person or group provides help that eases strain but does not fully solve the problem.
C04 Self-management by routine or boundary: The writer describes a deliberate routine, sequence, or interpersonal boundary that makes strain more manageable.
C05 Persistent bodily alertness: Stress is described through bodily vigilance or an inability to relax after a trigger or during uncertainty.
C06 Resolved or reduced stress state: The writer marks that a previously expected or active problem has subsided or ended.
C07 Help-seeking burden: Asking for assistance is itself described as emotionally heavy or socially difficult.","T01 Stress is produced by stacked practical demands: In these excerpts, stress is often described as the result of overlapping practical obligations rather than as free-floating emotion.
T02 Relief is often partial rather than total: In these excerpts, support and coping often make stress more bearable without fully removing the underlying condition.
T03 Posts preserve temporal change and mixed feeling: Several excerpts describe stress as changing over time, including movement out of crisis and situations where relief coexists with sadness or caution.","DR_E03: Not all posts describe current high stress; some explicitly mark an ordinary period.
DR_E08: The packet includes resolved problems, so themes about ongoing strain need temporal limits.","DR_E07 could reflect a brief trigger response or a broader pattern of vigilance, but the single post does not allow stronger inference.
DR_E12 shows increased demand after a promotion, but the excerpt does not specify whether the strain is temporary or chronic.","DR_E10 can be read either as social support mitigating strain or as a way of normalizing a persistent access problem without changing it.
DR_E05 may represent stress reduction through boundary-setting, but it could also be read mainly as grief after conflict.","Each source is a single short post, so interactional follow-up and duration are unavailable.
The packet is fictional and bounded, so claims should stay at the level of these excerpts rather than any broader population.",syn_dreaddit_01_run3.json
syn_dreaddit_01,3,B3,"These posts link stress to overlapping demands and material constraints; routines, support, boundaries, and planning can provide bounded relief, while some posts describe resolution or no current crisis.","C01 stacked demands: Concurrent obligations tax time or attention.
C02 material constraint: Material conditions limit options.
C03 strain or vigilance: Sleep, bodily, or attentional strain is described.
C04 support or structure: A person or practice provides relief or capacity.
C05 resolution or boundary: A change, boundary, or approval reduces an active problem.
C06 mixed state: Positive and negative experiences coexist.","T01 Converging pressures: In these excerpts, stress is situated in overlapping demands and material limits.
T02 Resources and manageability: Support, routines, boundaries, and planning can contain strain without always removing it.","DR_E03: Counters universal acute-stress reading.
DR_E08: Shows temporal resolution.",Duration and severity are unspecified.,"Late-night study could be workload management.
Promotion may describe role overload without naming stress.","Small fictional packet.
No population inference.",syn_dreaddit_01_run3.json
syn_dreaddit_01,3,B4,"In these fictional posts, current strain is described through time, money, care, housing, and responsibility pressures; writers also name concrete supports and organizing practices that make limited portions of their circumstances more manageable. Several excerpts explicitly qualify this account through resolution or no current crisis.","C01 Concurrent demands: Multiple obligations described as competing for attention or time.
C02 Material constraint: A financial, food, housing, transport, or access condition described as limiting action.
C03 Sustained alertness: A stated bodily or attentional state of remaining watchful or unable to settle.
C04 Relational practical support: Help from another person that supplies care, assistance, or companionship.
C05 Structured self-management: A routine, boundary, or sequence used to organize an ongoing difficulty.
C06 Mixed appraisal: Coexisting positive and difficult meanings of the same circumstance.
C07 Changed or inactive problem: An explicit statement that a former problem is resolved, inactive, or not currently a crisis.","T01 Concrete pressures consume available attention: In these excerpts, overlapping duties and material constraints are described as narrowing time and attention.
T02 Resources alter experience without always removing strain: In these excerpts, relational and self-organizing resources are described as easing particular aspects of strain while some burden remains.
T03 Current stress is temporally qualified: Some excerpts explicitly describe a problem as resolved or the writer as not currently in crisis, limiting a uniform current-stress reading.","DR_E03: Active crisis should not be inferred across all posts.
DR_E08: A former high-burden problem may not be current.","Short posts do not show how long any condition lasts.
The relation between named resources and later outcomes is not established.",The routines may reflect existing capacity as well as produce manageability.,"This is fictional, bounded text.
Each source offers one post without follow-up interaction.",syn_dreaddit_01_run3.json
